x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,target
,12.0,58.0,13.0,7.0,18.0,12.0,12.0,1.0,18.0,17.0,8.0,4.0,10.0,1.0,4.0,3.0,6.0,12.0,15.0,13
18.0,19.0,72.0,10.0,5.0,21.0,19.0,25.0,7.0,20.0,18.0,2.0,1.0,18.0,28.0,18.0,4.0,2.0,11.0,27.0,16
3.0,15.0,56.0,7.0,19.0,13.0,4.0,16.0,17.0,13.0,15.0,17.0,26.0,10.0,24.0,13.0,20.0,8.0,16.0,17.0,15
3.0,20.0,58.0,6.0,19.0,13.0,1.0,17.0,15.0,14.0,16.0,14.0,12.0,6.0,20.0,0.0,19.0,14.0,16.0,15.0,15
8.0,16.0,52.0,11.0,11.0,,12.0,11.0,2.0,18.0,19.0,10.0,6.0,11.0,4.0,1.0,4.0,3.0,12.0,11.0,13
,17.0,71.0,6.0,18.0,21.0,0.0,8.0,6.0,13.0,22.0,12.0,1.0,13.0,35.0,18.0,20.0,18.0,18.0,12.0,16
3.0,18.0,,11.0,8.0,11.0,35.0,20.0,12.0,7.0,1.0,13.0,2.0,25.0,23.0,1.0,8.0,1.0,7.0,11.0,17
19.0,23.0,,,1.0,21.0,,21.0,7.0,19.0,7.0,,8.0,16.0,18.0,4.0,10.0,9.0,1.0,6.0,17
7.0,17.0,58.0,2.0,18.0,5.0,6.0,20.0,14.0,20.0,14.0,18.0,23.0,8.0,18.0,5.0,22.0,8.0,16.0,16.0,15
10.0,14.0,58.0,9.0,11.0,15.0,14.0,14.0,1.0,14.0,16.0,11.0,3.0,13.0,5.0,4.0,0.0,6.0,10.0,11.0,13
11.0,11.0,49.0,11.0,3.0,,4.0,12.0,8.0,9.0,22.0,10.0,12.0,,7.0,19.0,5.0,9.0,24.0,,12
,17.0,60.0,,17.0,13.0,2.0,16.0,11.0,22.0,16.0,,17.0,2.0,14.0,8.0,24.0,13.0,17.0,15.0,15
9.0,4.0,51.0,7.0,4.0,16.0,12.0,7.0,9.0,5.0,24.0,12.0,1.0,2.0,7.0,14.0,13.0,1.0,14.0,6.0,12
14.0,16.0,59.0,14.0,14.0,21.0,13.0,16.0,6.0,15.0,17.0,5.0,,5.0,2.0,3.0,4.0,4.0,12.0,12.0,13
13.0,7.0,66.0,14.0,7.0,19.0,15.0,22.0,9.0,9.0,5.0,15.0,8.0,11.0,14.0,7.0,,5.0,9.0,10.0,17
6.0,17.0,57.0,21.0,4.0,13.0,26.0,26.0,5.0,,22.0,15.0,7.0,18.0,11.0,1.0,13.0,5.0,2.0,10.0,17
3.0,17.0,59.0,2.0,23.0,15.0,5.0,14.0,17.0,14.0,17.0,15.0,21.0,9.0,22.0,3.0,,8.0,15.0,12.0,15
5.0,14.0,58.0,8.0,22.0,12.0,3.0,14.0,12.0,13.0,11.0,21.0,14.0,1.0,23.0,11.0,25.0,13.0,10.0,22.0,15
14.0,12.0,58.0,6.0,20.0,16.0,16.0,6.0,5.0,20.0,9.0,11.0,16.0,16.0,40.0,13.0,,6.0,11.0,30.0,16
17.0,2.0,50.0,3.0,6.0,7.0,3.0,4.0,11.0,17.0,9.0,,6.0,12.0,7.0,13.0,12.0,13.0,23.0,16.0,12
10.0,13.0,58.0,12.0,11.0,17.0,11.0,15.0,2.0,14.0,16.0,5.0,,12.0,2.0,7.0,3.0,8.0,15.0,,13
19.0,8.0,54.0,,,3.0,16.0,9.0,8.0,9.0,14.0,,11.0,7.0,19.0,,16.0,,18.0,,12
14.0,19.0,62.0,17.0,4.0,15.0,,15.0,5.0,20.0,3.0,4.0,9.0,15.0,,1.0,18.0,14.0,19.0,17.0,14
17.0,20.0,67.0,11.0,10.0,12.0,29.0,26.0,6.0,8.0,3.0,12.0,8.0,1.0,3.0,3.0,28.0,10.0,7.0,18.0,17
23.0,15.0,48.0,2.0,10.0,18.0,5.0,6.0,17.0,27.0,17.0,5.0,15.0,26.0,,17.0,0.0,22.0,1.0,19.0,16
6.0,16.0,45.0,3.0,6.0,41.0,1.0,6.0,3.0,11.0,17.0,18.0,8.0,3.0,22.0,21.0,18.0,28.0,24.0,14.0,16
8.0,11.0,58.0,10.0,20.0,11.0,4.0,19.0,16.0,19.0,12.0,15.0,19.0,6.0,20.0,14.0,17.0,8.0,12.0,14.0,15
,18.0,63.0,16.0,3.0,15.0,12.0,17.0,4.0,18.0,6.0,4.0,7.0,14.0,,,21.0,12.0,19.0,17.0,14
0.0,11.0,59.0,8.0,17.0,15.0,1.0,,16.0,13.0,14.0,13.0,21.0,11.0,22.0,5.0,18.0,9.0,18.0,12.0,15
18.0,5.0,43.0,0.0,15.0,24.0,7.0,2.0,,,15.0,13.0,8.0,13.0,25.0,,8.0,13.0,4.0,18.0,16
15.0,16.0,57.0,16.0,12.0,22.0,12.0,13.0,2.0,16.0,19.0,8.0,1.0,6.0,2.0,5.0,3.0,8.0,12.0,9.0,13
2.0,17.0,59.0,7.0,21.0,12.0,5.0,20.0,13.0,14.0,16.0,15.0,,10.0,19.0,9.0,14.0,17.0,9.0,14.0,15
9.0,13.0,57.0,9.0,13.0,19.0,14.0,14.0,5.0,21.0,14.0,6.0,1.0,8.0,5.0,,2.0,1.0,,15.0,13
0.0,19.0,59.0,4.0,21.0,14.0,2.0,18.0,11.0,12.0,7.0,10.0,23.0,7.0,16.0,4.0,22.0,,11.0,15.0,15
13.0,,56.0,11.0,12.0,23.0,22.0,20.0,7.0,27.0,21.0,6.0,6.0,28.0,14.0,5.0,11.0,7.0,5.0,7.0,17
12.0,12.0,51.0,15.0,7.0,31.0,16.0,18.0,3.0,19.0,13.0,10.0,9.0,19.0,19.0,10.0,9.0,11.0,8.0,4.0,17
12.0,11.0,62.0,15.0,10.0,21.0,7.0,15.0,0.0,18.0,15.0,10.0,5.0,10.0,6.0,1.0,3.0,6.0,15.0,10.0,13
12.0,9.0,62.0,11.0,11.0,23.0,15.0,12.0,1.0,10.0,18.0,11.0,9.0,7.0,8.0,5.0,5.0,2.0,12.0,12.0,13
17.0,5.0,45.0,5.0,5.0,11.0,5.0,0.0,6.0,8.0,16.0,14.0,,15.0,6.0,13.0,,10.0,13.0,12.0,12
24.0,14.0,51.0,18.0,8.0,25.0,23.0,15.0,2.0,22.0,7.0,6.0,4.0,,12.0,4.0,14.0,8.0,,6.0,17
14.0,18.0,61.0,18.0,2.0,16.0,13.0,17.0,5.0,16.0,5.0,4.0,8.0,16.0,3.0,1.0,18.0,12.0,18.0,19.0,14
15.0,1.0,59.0,8.0,4.0,7.0,16.0,11.0,10.0,9.0,9.0,7.0,3.0,9.0,10.0,24.0,15.0,7.0,17.0,10.0,12
3.0,18.0,53.0,6.0,20.0,9.0,7.0,17.0,16.0,19.0,9.0,14.0,18.0,7.0,21.0,7.0,19.0,13.0,14.0,20.0,15
9.0,,57.0,11.0,12.0,19.0,11.0,15.0,5.0,17.0,,13.0,3.0,11.0,1.0,4.0,4.0,3.0,14.0,12.0,13
11.0,5.0,52.0,,4.0,8.0,14.0,9.0,8.0,3.0,17.0,8.0,16.0,3.0,14.0,20.0,8.0,6.0,22.0,17.0,12
2.0,13.0,57.0,6.0,15.0,11.0,7.0,13.0,18.0,,11.0,,24.0,2.0,,12.0,23.0,10.0,13.0,14.0,15
15.0,16.0,58.0,16.0,12.0,15.0,13.0,18.0,1.0,16.0,18.0,10.0,2.0,13.0,3.0,5.0,1.0,0.0,14.0,11.0,13
15.0,2.0,59.0,9.0,9.0,9.0,11.0,3.0,7.0,13.0,16.0,9.0,5.0,10.0,11.0,,18.0,10.0,16.0,8.0,12
13.0,14.0,61.0,,12.0,18.0,,9.0,1.0,17.0,12.0,,6.0,13.0,2.0,3.0,4.0,6.0,17.0,11.0,13
,5.0,55.0,21.0,10.0,48.0,1.0,11.0,13.0,,11.0,13.0,7.0,21.0,18.0,20.0,10.0,3.0,15.0,18.0,16
15.0,19.0,60.0,16.0,3.0,16.0,12.0,15.0,6.0,,5.0,8.0,7.0,16.0,1.0,0.0,18.0,11.0,17.0,18.0,14
13.0,14.0,53.0,22.0,2.0,23.0,9.0,23.0,8.0,14.0,9.0,4.0,12.0,20.0,15.0,1.0,7.0,12.0,17.0,5.0,17
11.0,8.0,53.0,10.0,19.0,17.0,18.0,7.0,9.0,18.0,19.0,4.0,19.0,,9.0,13.0,6.0,1.0,8.0,1.0,17
10.0,12.0,57.0,11.0,13.0,18.0,13.0,16.0,2.0,11.0,21.0,7.0,3.0,9.0,,8.0,2.0,7.0,11.0,11.0,13
13.0,17.0,61.0,17.0,3.0,17.0,11.0,16.0,4.0,18.0,5.0,7.0,9.0,14.0,1.0,1.0,19.0,13.0,19.0,16.0,14
22.0,6.0,49.0,10.0,16.0,37.0,3.0,21.0,2.0,29.0,29.0,7.0,23.0,30.0,14.0,21.0,10.0,8.0,16.0,,16
7.0,15.0,57.0,0.0,30.0,16.0,9.0,8.0,7.0,10.0,25.0,1.0,10.0,30.0,18.0,34.0,17.0,1.0,3.0,21.0,16
11.0,4.0,54.0,17.0,4.0,4.0,13.0,11.0,3.0,10.0,15.0,1.0,8.0,19.0,13.0,24.0,17.0,11.0,18.0,9.0,12
31.0,,47.0,0.0,28.0,13.0,14.0,6.0,10.0,17.0,34.0,8.0,5.0,17.0,1.0,8.0,10.0,2.0,12.0,13.0,16
15.0,3.0,58.0,10.0,2.0,32.0,11.0,3.0,8.0,21.0,23.0,33.0,7.0,17.0,15.0,9.0,23.0,20.0,19.0,16.0,16
11.0,13.0,59.0,11.0,12.0,22.0,10.0,11.0,2.0,15.0,19.0,6.0,5.0,,5.0,4.0,3.0,7.0,11.0,11.0,13
,21.0,61.0,16.0,4.0,15.0,12.0,15.0,7.0,18.0,5.0,,10.0,13.0,,1.0,15.0,12.0,20.0,17.0,14
7.0,15.0,61.0,16.0,17.0,21.0,18.0,8.0,,20.0,18.0,14.0,3.0,9.0,9.0,4.0,3.0,3.0,11.0,14.0,13
28.0,11.0,49.0,15.0,12.0,23.0,2.0,7.0,6.0,23.0,20.0,16.0,10.0,20.0,23.0,15.0,6.0,11.0,3.0,16.0,16
20.0,20.0,,10.0,6.0,24.0,4.0,1.0,3.0,20.0,10.0,23.0,6.0,,32.0,27.0,5.0,0.0,25.0,,16
20.0,10.0,66.0,3.0,1.0,20.0,22.0,17.0,4.0,10.0,15.0,4.0,7.0,22.0,20.0,1.0,10.0,6.0,13.0,3.0,17
0.0,11.0,56.0,5.0,24.0,18.0,6.0,13.0,16.0,17.0,14.0,16.0,25.0,8.0,21.0,6.0,13.0,10.0,15.0,15.0,15
2.0,13.0,61.0,7.0,23.0,13.0,1.0,16.0,19.0,15.0,13.0,19.0,,9.0,19.0,13.0,25.0,9.0,22.0,11.0,15
,19.0,54.0,7.0,20.0,9.0,7.0,10.0,14.0,10.0,19.0,18.0,21.0,4.0,21.0,3.0,20.0,12.0,17.0,11.0,15
23.0,9.0,60.0,9.0,,10.0,15.0,14.0,5.0,34.0,15.0,11.0,11.0,23.0,18.0,26.0,,2.0,15.0,7.0,16
12.0,2.0,64.0,18.0,6.0,8.0,12.0,11.0,8.0,6.0,12.0,4.0,4.0,3.0,12.0,16.0,13.0,8.0,17.0,16.0,12
16.0,14.0,58.0,16.0,11.0,21.0,9.0,14.0,1.0,17.0,21.0,11.0,5.0,9.0,1.0,9.0,1.0,4.0,11.0,13.0,13
21.0,1.0,61.0,15.0,4.0,10.0,,8.0,5.0,7.0,13.0,12.0,5.0,5.0,10.0,17.0,15.0,9.0,18.0,8.0,12
9.0,11.0,61.0,18.0,13.0,,12.0,16.0,2.0,16.0,18.0,9.0,9.0,6.0,4.0,5.0,2.0,5.0,7.0,11.0,13
12.0,13.0,60.0,8.0,11.0,20.0,13.0,15.0,2.0,13.0,19.0,11.0,3.0,12.0,6.0,3.0,2.0,3.0,17.0,,13
9.0,4.0,60.0,3.0,6.0,30.0,14.0,10.0,11.0,18.0,10.0,1.0,7.0,20.0,6.0,14.0,8.0,8.0,11.0,10.0,17
11.0,21.0,63.0,17.0,17.0,,2.0,8.0,10.0,13.0,26.0,19.0,20.0,26.0,21.0,7.0,4.0,8.0,0.0,13.0,16
29.0,21.0,69.0,6.0,1.0,4.0,22.0,13.0,8.0,14.0,31.0,21.0,11.0,16.0,26.0,10.0,13.0,4.0,17.0,14.0,16
9.0,2.0,49.0,11.0,1.0,7.0,2.0,11.0,13.0,4.0,17.0,8.0,2.0,3.0,6.0,15.0,17.0,6.0,14.0,6.0,12
,19.0,63.0,16.0,1.0,15.0,12.0,14.0,6.0,17.0,5.0,4.0,10.0,15.0,2.0,,20.0,14.0,19.0,17.0,14
13.0,29.0,63.0,7.0,13.0,,4.0,,15.0,11.0,9.0,9.0,2.0,16.0,0.0,8.0,11.0,2.0,5.0,8.0,17
14.0,19.0,60.0,16.0,4.0,17.0,10.0,15.0,5.0,19.0,6.0,5.0,9.0,15.0,5.0,2.0,17.0,12.0,18.0,18.0,14
,4.0,53.0,16.0,7.0,6.0,13.0,5.0,5.0,6.0,4.0,10.0,7.0,6.0,11.0,15.0,11.0,10.0,19.0,10.0,12
7.0,29.0,56.0,24.0,13.0,23.0,19.0,30.0,11.0,23.0,11.0,6.0,17.0,26.0,18.0,14.0,13.0,10.0,9.0,,17
15.0,,57.0,12.0,8.0,9.0,20.0,5.0,4.0,5.0,18.0,1.0,,6.0,9.0,22.0,7.0,,12.0,,12
35.0,8.0,45.0,14.0,13.0,26.0,1.0,8.0,2.0,15.0,9.0,14.0,0.0,20.0,4.0,21.0,23.0,15.0,5.0,10.0,16
14.0,18.0,62.0,16.0,1.0,15.0,11.0,14.0,6.0,18.0,5.0,4.0,9.0,13.0,2.0,1.0,18.0,13.0,20.0,17.0,14
14.0,20.0,63.0,16.0,2.0,17.0,13.0,16.0,5.0,16.0,6.0,7.0,9.0,15.0,2.0,2.0,19.0,11.0,18.0,20.0,14
0.0,15.0,54.0,,22.0,14.0,4.0,16.0,14.0,15.0,16.0,18.0,20.0,5.0,21.0,5.0,20.0,12.0,16.0,15.0,15
8.0,9.0,52.0,2.0,21.0,10.0,3.0,24.0,15.0,16.0,14.0,15.0,22.0,4.0,18.0,6.0,20.0,12.0,12.0,13.0,15
15.0,4.0,60.0,25.0,4.0,11.0,4.0,,6.0,6.0,10.0,9.0,7.0,3.0,11.0,16.0,7.0,11.0,18.0,6.0,12
7.0,18.0,60.0,0.0,9.0,26.0,9.0,,18.0,16.0,13.0,18.0,13.0,26.0,33.0,21.0,40.0,2.0,5.0,23.0,16
29.0,6.0,70.0,3.0,14.0,24.0,9.0,4.0,2.0,17.0,15.0,,1.0,26.0,20.0,11.0,20.0,9.0,7.0,13.0,16
34.0,4.0,55.0,15.0,24.0,25.0,,10.0,9.0,25.0,20.0,11.0,4.0,25.0,17.0,,,11.0,1.0,24.0,16
16.0,27.0,53.0,12.0,5.0,28.0,24.0,10.0,,3.0,10.0,9.0,3.0,10.0,23.0,4.0,13.0,5.0,1.0,2.0,17
19.0,,61.0,0.0,8.0,15.0,24.0,11.0,3.0,30.0,33.0,20.0,10.0,17.0,30.0,26.0,26.0,12.0,16.0,9.0,16
10.0,11.0,,12.0,11.0,18.0,12.0,11.0,1.0,11.0,16.0,9.0,1.0,15.0,2.0,0.0,6.0,4.0,11.0,11.0,13
,15.0,56.0,16.0,14.0,17.0,8.0,,,13.0,18.0,11.0,1.0,9.0,6.0,5.0,6.0,8.0,11.0,10.0,13
3.0,13.0,54.0,7.0,19.0,10.0,2.0,13.0,13.0,11.0,16.0,10.0,13.0,6.0,21.0,0.0,20.0,12.0,15.0,12.0,15
23.0,6.0,57.0,,7.0,31.0,18.0,15.0,20.0,22.0,7.0,8.0,2.0,10.0,16.0,25.0,17.0,24.0,21.0,18.0,16
2.0,9.0,56.0,8.0,23.0,16.0,,16.0,14.0,11.0,12.0,17.0,30.0,9.0,17.0,10.0,19.0,15.0,17.0,19.0,15
10.0,13.0,,15.0,14.0,24.0,10.0,14.0,1.0,16.0,18.0,12.0,6.0,,3.0,4.0,3.0,6.0,,8.0,13
7.0,28.0,43.0,16.0,5.0,10.0,2.0,8.0,11.0,13.0,23.0,1.0,6.0,16.0,17.0,12.0,31.0,2.0,17.0,2.0,16
12.0,17.0,60.0,12.0,12.0,20.0,11.0,14.0,2.0,12.0,19.0,9.0,,7.0,0.0,6.0,4.0,,13.0,13.0,13
13.0,19.0,62.0,17.0,3.0,15.0,12.0,,5.0,17.0,6.0,4.0,8.0,15.0,3.0,0.0,17.0,12.0,19.0,16.0,14
12.0,20.0,57.0,19.0,10.0,32.0,21.0,35.0,14.0,0.0,19.0,6.0,,11.0,13.0,,6.0,6.0,3.0,6.0,17
1.0,12.0,,6.0,20.0,8.0,2.0,15.0,14.0,16.0,18.0,17.0,22.0,7.0,20.0,7.0,18.0,9.0,16.0,15.0,15
22.0,16.0,62.0,7.0,4.0,23.0,13.0,28.0,14.0,3.0,1.0,4.0,4.0,16.0,2.0,17.0,19.0,2.0,3.0,5.0,17
10.0,10.0,60.0,11.0,17.0,19.0,12.0,15.0,2.0,14.0,18.0,10.0,7.0,9.0,4.0,9.0,3.0,4.0,15.0,13.0,13
2.0,26.0,44.0,21.0,3.0,12.0,17.0,15.0,2.0,15.0,13.0,11.0,12.0,13.0,11.0,8.0,3.0,10.0,6.0,8.0,17
13.0,19.0,61.0,14.0,3.0,14.0,12.0,15.0,6.0,18.0,6.0,5.0,7.0,16.0,2.0,0.0,18.0,14.0,19.0,,14
5.0,15.0,61.0,14.0,13.0,18.0,9.0,15.0,2.0,18.0,19.0,6.0,3.0,10.0,1.0,4.0,5.0,4.0,15.0,9.0,13
,4.0,53.0,18.0,3.0,5.0,16.0,4.0,10.0,1.0,10.0,5.0,2.0,7.0,4.0,16.0,11.0,1.0,18.0,18.0,12
1.0,17.0,56.0,3.0,22.0,8.0,5.0,15.0,11.0,17.0,11.0,21.0,19.0,12.0,19.0,5.0,23.0,17.0,18.0,13.0,15
11.0,14.0,71.0,34.0,13.0,15.0,14.0,13.0,8.0,13.0,3.0,7.0,19.0,19.0,6.0,16.0,8.0,9.0,9.0,2.0,17
10.0,1.0,58.0,20.0,1.0,10.0,5.0,8.0,1.0,8.0,15.0,9.0,7.0,14.0,,11.0,8.0,11.0,11.0,14.0,12
14.0,0.0,57.0,,9.0,12.0,12.0,5.0,8.0,0.0,13.0,2.0,7.0,4.0,11.0,24.0,12.0,4.0,20.0,5.0,12
16.0,3.0,52.0,6.0,5.0,11.0,12.0,4.0,1.0,9.0,12.0,2.0,,9.0,2.0,23.0,9.0,2.0,20.0,2.0,12
2.0,20.0,57.0,3.0,20.0,,4.0,19.0,17.0,12.0,12.0,14.0,18.0,1.0,20.0,11.0,15.0,14.0,12.0,14.0,15
14.0,20.0,61.0,15.0,2.0,15.0,,13.0,5.0,17.0,5.0,5.0,9.0,13.0,1.0,1.0,18.0,13.0,18.0,17.0,14
13.0,,60.0,13.0,13.0,18.0,13.0,10.0,1.0,15.0,19.0,11.0,9.0,10.0,3.0,2.0,0.0,7.0,14.0,10.0,13
8.0,16.0,61.0,6.0,19.0,14.0,5.0,20.0,19.0,17.0,14.0,10.0,21.0,2.0,20.0,8.0,18.0,5.0,15.0,12.0,15
19.0,33.0,47.0,4.0,9.0,24.0,10.0,28.0,8.0,23.0,7.0,4.0,6.0,21.0,17.0,6.0,17.0,7.0,10.0,4.0,17
4.0,21.0,51.0,8.0,20.0,17.0,6.0,18.0,18.0,18.0,10.0,17.0,25.0,6.0,17.0,7.0,20.0,10.0,16.0,18.0,15
13.0,,50.0,14.0,0.0,14.0,8.0,7.0,8.0,2.0,16.0,12.0,7.0,8.0,7.0,15.0,5.0,3.0,,9.0,12
7.0,6.0,48.0,10.0,9.0,23.0,9.0,2.0,9.0,34.0,17.0,17.0,3.0,15.0,33.0,20.0,20.0,12.0,11.0,12.0,16
27.0,,64.0,5.0,18.0,5.0,,8.0,5.0,11.0,21.0,8.0,3.0,22.0,19.0,18.0,2.0,14.0,4.0,6.0,16
12.0,18.0,60.0,16.0,4.0,14.0,11.0,14.0,4.0,18.0,6.0,5.0,10.0,14.0,3.0,1.0,17.0,14.0,17.0,19.0,14
13.0,17.0,56.0,,14.0,21.0,9.0,11.0,1.0,17.0,17.0,9.0,3.0,9.0,,1.0,3.0,,12.0,13.0,13
13.0,14.0,,,15.0,17.0,13.0,10.0,1.0,18.0,16.0,10.0,2.0,10.0,7.0,1.0,6.0,4.0,16.0,10.0,13
16.0,18.0,67.0,8.0,30.0,13.0,3.0,4.0,24.0,16.0,34.0,,17.0,19.0,34.0,1.0,3.0,11.0,12.0,16.0,16
28.0,17.0,51.0,22.0,17.0,32.0,13.0,14.0,8.0,13.0,19.0,10.0,6.0,23.0,20.0,0.0,1.0,2.0,8.0,5.0,17
18.0,1.0,50.0,8.0,4.0,6.0,1.0,10.0,,8.0,13.0,12.0,8.0,11.0,9.0,19.0,4.0,,17.0,12.0,12
22.0,9.0,57.0,5.0,,13.0,11.0,13.0,20.0,18.0,28.0,6.0,7.0,26.0,29.0,37.0,9.0,8.0,15.0,16.0,16
19.0,13.0,54.0,14.0,22.0,,13.0,1.0,,20.0,22.0,,2.0,17.0,22.0,18.0,13.0,5.0,2.0,3.0,16
,0.0,55.0,15.0,,20.0,9.0,7.0,3.0,1.0,14.0,6.0,1.0,18.0,6.0,20.0,12.0,1.0,9.0,,12
14.0,19.0,60.0,16.0,,15.0,12.0,14.0,8.0,18.0,6.0,5.0,10.0,15.0,4.0,0.0,20.0,14.0,19.0,19.0,14
7.0,0.0,57.0,,4.0,3.0,13.0,9.0,7.0,11.0,,8.0,5.0,14.0,14.0,15.0,15.0,6.0,19.0,6.0,12
24.0,4.0,60.0,4.0,32.0,6.0,1.0,9.0,5.0,,14.0,3.0,5.0,19.0,7.0,12.0,17.0,8.0,9.0,13.0,16
5.0,3.0,52.0,10.0,1.0,9.0,9.0,4.0,11.0,9.0,17.0,4.0,3.0,8.0,7.0,22.0,16.0,11.0,25.0,6.0,12
15.0,3.0,51.0,13.0,2.0,9.0,4.0,14.0,6.0,17.0,11.0,10.0,13.0,8.0,11.0,22.0,1.0,7.0,17.0,7.0,12
3.0,22.0,53.0,6.0,17.0,14.0,9.0,13.0,23.0,12.0,11.0,13.0,12.0,10.0,23.0,3.0,26.0,15.0,16.0,16.0,15
11.0,17.0,57.0,15.0,17.0,19.0,11.0,9.0,2.0,14.0,15.0,10.0,5.0,11.0,7.0,7.0,5.0,4.0,11.0,14.0,13
18.0,2.0,59.0,5.0,4.0,3.0,17.0,2.0,13.0,8.0,15.0,14.0,1.0,1.0,16.0,15.0,21.0,0.0,17.0,11.0,12
11.0,20.0,,1.0,5.0,24.0,12.0,28.0,23.0,21.0,4.0,,15.0,15.0,16.0,3.0,11.0,0.0,6.0,4.0,17
,,61.0,14.0,4.0,8.0,20.0,5.0,4.0,2.0,19.0,15.0,8.0,6.0,11.0,17.0,6.0,10.0,18.0,7.0,12
14.0,12.0,60.0,10.0,12.0,,11.0,12.0,1.0,15.0,19.0,7.0,,13.0,3.0,1.0,2.0,5.0,14.0,14.0,13
14.0,18.0,59.0,16.0,2.0,14.0,13.0,15.0,7.0,20.0,6.0,6.0,11.0,15.0,3.0,2.0,18.0,11.0,19.0,19.0,14
19.0,6.0,57.0,11.0,2.0,6.0,3.0,8.0,10.0,8.0,13.0,9.0,8.0,,10.0,16.0,12.0,3.0,23.0,2.0,12
13.0,19.0,,16.0,3.0,14.0,12.0,17.0,7.0,19.0,6.0,5.0,9.0,15.0,3.0,2.0,18.0,12.0,19.0,20.0,14
11.0,,56.0,16.0,4.0,13.0,,16.0,0.0,12.0,6.0,7.0,,27.0,10.0,5.0,1.0,6.0,16.0,11.0,17
10.0,18.0,64.0,16.0,,21.0,9.0,13.0,0.0,13.0,,12.0,9.0,14.0,0.0,2.0,6.0,7.0,9.0,12.0,13
4.0,19.0,60.0,5.0,17.0,16.0,3.0,14.0,21.0,13.0,14.0,19.0,21.0,6.0,22.0,3.0,22.0,12.0,15.0,12.0,15
14.0,19.0,60.0,17.0,3.0,16.0,11.0,15.0,5.0,16.0,5.0,7.0,8.0,16.0,1.0,1.0,18.0,13.0,18.0,16.0,14
8.0,2.0,56.0,13.0,5.0,11.0,8.0,2.0,7.0,9.0,13.0,17.0,4.0,12.0,10.0,15.0,6.0,12.0,12.0,10.0,12
2.0,15.0,62.0,3.0,22.0,15.0,5.0,,15.0,17.0,15.0,10.0,25.0,2.0,13.0,11.0,27.0,11.0,21.0,,15
13.0,6.0,56.0,9.0,6.0,11.0,17.0,6.0,9.0,4.0,24.0,2.0,9.0,0.0,7.0,15.0,7.0,7.0,12.0,,12
14.0,2.0,66.0,15.0,5.0,9.0,8.0,8.0,13.0,5.0,17.0,16.0,6.0,11.0,6.0,15.0,10.0,11.0,25.0,6.0,12
,19.0,62.0,17.0,3.0,15.0,12.0,15.0,5.0,16.0,5.0,5.0,8.0,16.0,0.0,2.0,19.0,13.0,,19.0,14
14.0,5.0,,15.0,7.0,12.0,10.0,4.0,5.0,5.0,18.0,,14.0,0.0,15.0,24.0,11.0,4.0,20.0,19.0,12
,19.0,61.0,15.0,4.0,16.0,11.0,14.0,,18.0,6.0,6.0,7.0,13.0,3.0,2.0,17.0,12.0,19.0,19.0,14
1.0,16.0,55.0,2.0,21.0,12.0,3.0,20.0,19.0,12.0,10.0,13.0,24.0,4.0,16.0,7.0,19.0,19.0,11.0,,15
1.0,,58.0,9.0,22.0,9.0,4.0,16.0,,13.0,14.0,12.0,19.0,6.0,22.0,8.0,21.0,14.0,14.0,11.0,15
5.0,15.0,,11.0,13.0,20.0,8.0,16.0,1.0,16.0,17.0,7.0,6.0,10.0,5.0,1.0,1.0,0.0,19.0,12.0,13
13.0,18.0,62.0,16.0,4.0,15.0,11.0,14.0,5.0,18.0,6.0,5.0,8.0,13.0,2.0,0.0,16.0,11.0,19.0,17.0,14
9.0,2.0,51.0,9.0,4.0,10.0,15.0,8.0,8.0,11.0,15.0,18.0,10.0,3.0,8.0,,14.0,5.0,15.0,5.0,12
14.0,,61.0,17.0,,16.0,12.0,15.0,7.0,16.0,4.0,6.0,9.0,13.0,2.0,1.0,19.0,13.0,19.0,19.0,14
5.0,11.0,56.0,5.0,23.0,7.0,4.0,14.0,,17.0,17.0,17.0,16.0,6.0,21.0,8.0,20.0,10.0,12.0,14.0,15
28.0,25.0,67.0,5.0,10.0,22.0,7.0,7.0,11.0,27.0,8.0,26.0,22.0,28.0,17.0,11.0,11.0,2.0,5.0,16.0,16
19.0,23.0,56.0,3.0,11.0,19.0,18.0,21.0,3.0,10.0,,3.0,14.0,11.0,,9.0,16.0,2.0,9.0,4.0,17
15.0,19.0,61.0,18.0,,16.0,12.0,16.0,4.0,18.0,5.0,3.0,6.0,13.0,1.0,1.0,18.0,15.0,,17.0,14
4.0,15.0,59.0,9.0,22.0,7.0,1.0,14.0,12.0,15.0,13.0,17.0,21.0,0.0,21.0,7.0,,4.0,8.0,11.0,15
15.0,14.0,54.0,9.0,20.0,18.0,13.0,13.0,4.0,16.0,18.0,10.0,7.0,10.0,1.0,1.0,3.0,8.0,,12.0,13
14.0,5.0,55.0,,1.0,8.0,11.0,6.0,8.0,7.0,21.0,10.0,8.0,8.0,6.0,18.0,8.0,10.0,24.0,14.0,12
24.0,2.0,60.0,5.0,9.0,27.0,0.0,9.0,13.0,12.0,16.0,11.0,4.0,8.0,26.0,,24.0,14.0,10.0,7.0,16
1.0,10.0,56.0,0.0,16.0,12.0,5.0,14.0,14.0,16.0,11.0,16.0,21.0,12.0,19.0,12.0,18.0,12.0,12.0,11.0,15
